text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
하 내 주변인들 다 ㅁㅈㄷ 파인데 이번에 ㅇㅅㄹ로 넘어가질 못한다 ㅈㄱ을 넘어가질 못해서 걱정이다,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.42,0.61
오늘의 시사 탐라를 보니 대통령이랑 맞팔 풀린 걸로도 눈물난다는 분들이 왜 ㅇㅅㄹ 찍겠다고 그러고 있는 것일까 도무지 알 수 없는 일이다,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.63
혹시 오해가 있을까봐 핵폐기물 ㅇㅅㄹ,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.75,0.24
ㅇㅅㄹ 아나키스트 설 ㅇㅇ,1,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.05,0.91
난 안 봄 ㅇㅅㄹ 같은놈이 후보인게 너무 자존심 상하고 분하고 불쾌하고 기분 더러움,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.32
ㅇㅅㄹ은 아는게 몰가,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.84
ㅇㅅㄹ 알에서 나왔냐 ㄱㅅㄲ,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.85,0.15
IT업게 노예로 방금한 ㅇㅅㄹ의 답은 독보이스 잡소리 암것도 모르는 헛소리,0,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.8,0.12
ㅇㅅㄹ은 웃길라고 나온 듯,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.89
ㅇㅅㄹ ㅋㅋㅋㅋㅋ 집합적문제에서 개인적 문제로 바라 봤을때 더 좋게해준다 ㅇㅈㄹ 야이 똥멍청이야 개인으로 봐도 똑같은데 잇ㅂㄹㅁ,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.88,0.1
으 대선토론 봐야되는데 ㅇㅅㄹ 너무 보기싫어서 티비 끄고싶다 으으 극혐,0,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.89,0.09
이준석을 원래도 싫어했지만 점점더 짜증나게 싫어지네 ㅇㅅㄹ이 대통령되면 저 인간 또 얼마나 나댈까 짜증,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.84,0.09
ㅇㅅㄹ 술 잘 마시나 대충 잘 마실 것처럼 생겼는데 얘는 술 안 좋아할듯 술버릇 철학비슷한얘기함 먹이지마세요,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.72
ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
혹시라도 ㅇㅅㄹ 당선되면 직업 바꿔야지 타로라든지 점술이라든지 이런거 차리면 돈버는 세상이 올거 같은데 진지함,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.1,0.87
적 기요 맢에유 ㅇㅅㄹ 걍 지금보다 더 차분하고 딱딱하고 무거운 분위기애요 마지막문장슥슥지워서없애놓음,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.84
ㅇㅅㄹ 아님,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.89
ㅇㅅㄹ ㅇㄴㅇ,1,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.9
네이버 들어갔더니 ㅇㅅㄹ 광고떠서 소리지름 으씨발,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.85,0.09
ㅍㄹㅂㄹㄴ ㄷㅋ ㅋㄹㅁㅍ ㅇㅅㄹ 남친 성도 제온 살아,0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.76
ㅇㅅㄹ ㄱㄹㅅㅊ AU는 얘는 그냥 원본에서 달라진게 없는 것 같은데요 진짜 거짓말 안 하고 윤리가 더 없어졌다 정도일거같은,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.82
필요하신 분 그판사 페터 글맨 포카세트 리잭 포스트잇 메셸 포토북 판 ㅇㅅㄹ 배우님 엽서 광연 ㅇㄱㅁ ㄱㅎㅇ 배우님 엽서 모찵 ㄱㅈㅅ 배우님 포카 나눔할게요,1,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.91
여튼 투잇타에만 말하는건데 난 ㅇㅅㄹ은 절대 안찍을꺼야,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.86
애인 나 대통령 누구 찍어야해 나 몰라 그걸 왜 나한테 물어 애인 둘중에 한명이라면 ㅇㅅㄹ보다 ㅇㅈㅁ이 낫지 ㅇㅈㅁ 찍어야겠어,0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.66
#자캐는 무슨타입 1 날 사랑해줘 2 날 사랑하지 말아줘 3 날 사랑해주지 않아도 괜찮아 4 날 왜 사랑해 5 날 사랑한다는 걸 어떻게 믿지 6 날 사랑했었어 7 날 사랑했잖아 8 날 사랑해도 돼 9 널 사랑해도 돼 10 널 사랑하게 해줘 ㅅㄷㅋ 3 4 ㅇㅅㄹ 3 5,1,0.05,0.83,0.03,0.03,0.01,0.02,0.02,0.01,0.1,0.09
근데진심 입만 다물면 ㅇㅅㄹ은 생각보다 귀엽게생겻기때문에 공설,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.88
회색도시2 대사 맞추기 태랑님은 ㅇㅅㄹ ㄱㅇ ㅅ ㅇㄱ ㄷㅇㅈ 모르겠다 난 회도러 자격이 없다,0,0.01,0.02,0.01,0.04,0.01,0.02,0.01,0.01,0.11,0.82
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 정치에 관련된건 가능하면 하지 않으려고 노력하는데 ㅇㅅㄹ의 발언들중에 어지간한건 안할수가 없다,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.82
ㅇㅅㄹ 선거 광고나 정책보면 ㅌㄹㅂ과 다를거 없는 듯,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.44
#동거인에게 늦으니까 먼저 자라는 말을 들은 자캐는 먼저 잠드는가 동거인이 들어올 때까지 깨어있는가 ㅅㄷㅋ 안 잡니다 당연함 밤낮바뀜 ㅇㅅㄹ 얘도 안 잠 밤낮바뀜,0,0.04,0.68,0.03,0.03,0.01,0.02,0.01,0.01,0.12,0.15
ㅇㅅㄹ이랑 ㅇㅅㄹ투피 만나면 걍 ㅇㅅㄹ이 투피 건드림 투피가 우는거볼수있음 에휴,0,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.67
평범 에유 인가요 ㅇㅅㄹ은 이게평범 아니 애초에 얘랑 평범은 있을수가없는단어라고 근데 애초에 얘는 루트중에서 지금 루트가 가장 곱게자란루트입니다 ㄹㅇ,0,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.1,0.87
ㅇㅅㄹ 투피 해옴 대충 상냥 다정 감정적 이키워드달고있음 그외에는 사찰해보세요,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.86
ㅇㅅㄹ 의외로 동거인으로 멀쩡함 생각보다 조용함 집안일 잘 함 알아서잘해먹고어쩌구,1,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.9
ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
ㅇㅅㄹ은 누가 감염되든그냥 감상이어때 할놈이네요 어휴 등짝침,0,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.18
ㅇㅅㄹ 감염됏을때 님캐들반응주시면안되나요 근데워낙 싸가지없었어서 애들이 뭐라그래도할말X인듯근데전좋아함,1,0.02,0.01,0.02,0.02,0.01,0.01,0,0.01,0.36,0.59
ㅇㅅㄹ 욕 잘하는 편은 아님 근데돌려까기를잘함,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.89
아진짜웃곀 님 진짜 마리크 벌주고싶은거맞으시죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거 ㅇㅅㄹ행맞는거같은데 아 근데 저 물병루트도 좋은데 주먹루트도 보고싶어졋어요 왜맨날시키는대로안하고 이상한거 붙여오는지,1,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.77
아 좋다 둘이 이러쿵저러쿵 얘기하다가도 결국 얼마 안 가서 영화에 집중할 것 같아 귀여워요 나중에 영화 끝나고 고증만 빼면 나름대로 재밌던거같은데 하는 ㅇㅅㄹ이요 영화관가서도같이영화봣으면좋겟네요 자연스럽게 예매랑팝콘이나그런거 다 지가 삼,1,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.08,0.9
나는 달님을 믿는다 그분의 선구안은 전혀 예측할 수 없는 곳에서 어느 눈간 빛을 발한다 나는 이제 그분을 따라 인내심을 갖기 시작했다 그분의 다음은 ㅇㅅㄹ 그 다음은 ㅇㄴㅇ 그분이 만들어놓은 큰 그림이 아닌가싶다 덕분에 이번엔 양가 어르신들을 설득할 필요가 없어졌다 ㅎㅎ,0,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.91
잠깐 잤는데 그 사이에 ㅇㅅㄹ으로 글 쓰는 꿈 꿨음 내용까지 기억남 대충 얘 셸터 안 가고 떠도는 이유 같은거 쓰는 거였을걸,1,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.88
ㅇㅅㄹ은 얘는 걍 혼자 달랑 여행온거라 진짜 누가안전해주면 얘사망소식도모를거같음 안죽긴햇지만요,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.76
ㅇㅈㅁ은 펨코에 글썼지만 ㅇㅅㄹ은 신남연이랑 연대하고 사진찍고 신남연으로 댓글 주작해따 ㅇㅅㄹ 찍고 싶음 걍 그렇다고해 여성인권 걸고 넘어지지 말고,0,0.2,0.44,0.03,0.02,0.01,0.01,0.01,0.01,0.19,0.17
ㅇㅅㄹ ㅁㅇ ㅇㅅㄹ ㅁㅇ ㅇㅅㄹ ㅁㅇ,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.84
걔가 눈치를 본다고 오우 오만범죄 존나 나오는데 여태까지 후보자격 유지하는데요 차라리 사표를 던지세요 아니 차라리 ㅅㅅㅈ을 뽑아 ㅇㅅㄹ 까는건 좋은데 대체 왜 ㅇㅈㅁ을 올려치기하짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0.13,0.09,0.03,0.01,0.01,0.01,0.01,0.03,0.65,0.1
지금 대선후보 이미지를 한마디로 평가하면 ㅇㅊㅅ는 초딩 ㅇㅈㅁ은 조폭양아치 ㅇㅅㄹ은 검사 여기서 게임끝,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.07,0.73,0.18
그러게요 그쪽의 물밑 선거운동도 있었던 거 같고 그래도 어떻게 ㅇㅅㄹ이 착즙이 되나요 ㅎㅎ 정말 웃프다는 말에 백퍼 공감합니다,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.88
ㅇㅅㄹ ㅁㄹㅇ 러닝 목표 별거없고 애들이랑 싸우기 혐관쌓아오기 반정도는성공한듯 감사합니다,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.84
그즈께 왔다간 친언니가 ㅇㅅㄹ을 지지한다고 한다 몇년간 서로의 사정으로 만나지 못했는데 당연히 비슷할 줄 알았던 서로의 입장이 이렇게까지 달라져있다는 것이 기분이 묘하고 마음이 이상했다 언니와 가족들 잘 살아가기를 바라는 마음은 간절하지만,1,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.9
AAAA ㅇㅅㄹ ㅁㅈㄷ,1,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.27,0.72
ㅇㅅㄹ 아이고씨바아알환상체낙원삼지말랬더니 이젠사람을낙원삼네,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.35
저도 보는 계정인데요 되게 멀쩡해보였는데 흑화 되는 과정이 갸우뚱했어요 그분 비롯해 많은 문파 자칭 계정들이 그렇게까지 ㅇㅈㅁ 싫어하는 건 그럴 수 있다 생각했는데 그게 ㅇㅅㄹ 후보 지지로 가는 심지어 우리 땡땡이 까지 가는 움직임은 도저히 비위가 상해서 못봐주겠어요,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.15,0.82
ㅈㄴ 대놓고 저러네 ㅇㅅㄹ 놀랄 일 없을 것 같다가도 매일 놀란다 진짜 소름끼쳐 저기 사람들은 무슨 생각임,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.33
ㅇㅈㅁ 도 ㅇㅅㄹ 도 둘다 대통령이 되서는 안된다고 생각하는데 그렇다고 ㅇㅊㅅ 를 생각하기엔 너무 모자라보이고 누굴 찍어야 할지 심히 고민됩니다,0,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.16,0.79
나 ㅇㅈㅁ 별로 안좋아하지만 ㅇㅅㄹ 보다는 나아서 뽑으려는거야,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.87
ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
스케반 ㅇㅅㄹ 언젠가 꼭 한번 그려보고싶았는데,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.87
올림픽 마치면 한동안 트위터 어플을 지울까 예전부터 ㅇㅈㅁ 정말 싫었고 시장으로 뽑았던 내가 왜 그랬나 싶다 국짐당은 뽑을 생각 없거니와 ㅇㅅㄹ이라는 인간 자체가 싫으니,0,0.01,0.01,0.01,0.05,0.01,0.05,0.01,0.03,0.61,0.08
경기도지사 투표 때 이ㅈㅁ이 민주당 후보로 당선되는 게 싫어서 울면서 반대 투표 했는데 차마 대통령 선거까진 그렇게 못하겠음 ㅅㅂ 내가 찍을 수 있는 최저선은 남ㄱㅍ까지였고 ㅇㅅㄹ은 넘나 선을 넘어도 많이 넘어버렸어,0,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.88,0.07
교류 해시 추천해드려욧 님은 유즈#마음함 트친 이름 이쁘게 써주기 ㅇㅅㄹ,1,0.06,0.03,0.1,0.02,0.01,0,0.01,0.01,0.11,0.68
ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
ㅇㅅㄹ 임명장은 또 뭐여 제보 받는다고 문자 보내네,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.85
ㅇㅅㄹ이 와서 유세하는데 국민이 행복한 나라를 만들겠대 구조적 성차별 이 없다고 믿는 당신이 정의하는 국민 은 무엇인지 묻고 싶더라,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.8
어우 좀전에 나갔으면 개짜증날뻔 했네 가려던곳에 ㅇㅅㄹ왔었군,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.47
근데 ㅇㅈㅁ 뽑기 싫다 아니 근데 ㅇㅅㅇ은 더 싫어 아니 근데 ㅇㅈㅁ 뽑기 싫어 근데 ㅇㅅㄹ은 더 싫어 아니근데 무한반복,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.26,0.64
나 이번 대선만큼 가족 전부가 한마음 한뜻으로 한쪽 뽑지 말자는 의견 나온거 처음이라 상당히 신기한 한해라고 생각함 보수집안을 바꿔버리는 놀라운 인재 ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.11,0.85
아으 나 출근길에 ㅇㅅㄹ 힙버전 들어버렸어,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.8
이미 우리는 최악의 후보가 당선되어서 십년씩 퇴보하는 경험을 한 바 있으니 제발 ㅇㅅㄹ은 피해가자 이명박ㄹ혜보다 더하면 더했지 덜하지 않을거라고 나만 생각하는거 아니겠지,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.72
ㅇㅅㄹ 계정 계폭햇어요 즐거웟어용,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.9
허락합니다 ㅇㅅㄹ,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.07,0.9
아오 정말 윤ㅅㄹ은 안돼 ㅇㅅㄹ 이 하는 말을 듣고 보고도 지지하는 분들하고는 잘 지낼수 없을 것 같아,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.41
오랜 지인을 간만에 점심에 만났는데 대선 얘기를 하도 하느라 머리가 아프다 ㅇㅈㅁ을 최악으로 생각하는 나에 비해 ㅇㅅㄹ를 최악으로 생각하는 그녀가 어떻게든 나를 설득하려고 별의별 얘기를 다 쏟아붓,0,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.46,0.51
ㅇㅅㄹ지지 운동인 명단 잘 봤습니다 네 그렇다구요,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.88
근데 ㅇㅅㄹ은 진짜 좀 그런거 잇어요 어머 그러니 하면서 주접 잘떨것같은 이모상,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.73
아니 근데 웃겨 소이님 ㅇㅅㄹ말투 흉내내신거 안인가 저거 쟤 좀 저런 이미지엿나 생각해보니 맞는듯,0,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.16,0.84
아 증말 둘다 꼴보기 싫은데 그렇다고 ㅇㅅㄹ 찍,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.84,0.13
그 세대면 ㅇㅅㄹ 싫어할 걸 쿠뽀,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.07,0.86
ㅇㅅㄹ 에서 봤는데 주위 둘러봐도 안 보이고 어디서 찍는 사람도 안 보여서 없는 줄 알았어요,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.09,0.89
난 언제나 ㅇㅅㄹ로 하는데,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.89
이젠 야마모토를 내가 20년간 보면서 왜 다들 그 새끼를 패죽이고싶었는지를 내가 그 누구보다도 잘 알게됀다 ㅇㅅㄹ 외신기자도 가진 바로 인간본연의 악인 돼지근성이다 그게 자기기만,0,0.02,0.04,0.01,0.07,0.02,0,0.01,0.04,0.68,0.04
ㄷㄱㄹㅇ ㅅㅂㄷㄱㅅㅂ로 ㅇㅅㄹ ㄷㅁㅇ 크로스오버,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.88,0.09
ㅁㅊㄴ 입다물어라 ㅇㅅㄹ 에잉 속터집니다,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.87,0.1
ㅇㅅㄹ에서 를 먹으면,0,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.9
과연 ㅇㅅㄹ일까 일까나,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.88
자몽이 오랜만 다음은 나의사랑 너의사랑 ㅇㅅㄹ,1,0.03,0.11,0.06,0.03,0,0.01,0.01,0.01,0.18,0.41
내가 보기엔 ㅇㅅㄹ이 막 살은거 같은데 술 처먹고 다음 날 일정 펑크 내고 좌석에 발 올리고 말 할 때마다 옛날 옛적부터 하고 있는걸 해야한다고 우기면서 세상물정 1도 모르고 얼마나 꼴리는대로 막 살았으면 세상이 어떻게 변했는지도 모르고 최소한의 예의도 없지 막 산다는거의 뜻이 뭐겠어,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0.28
탈북 교수 ㅇㅅㄹ 지지해야 북 민주화 가능,0,0.02,0.01,0.02,0.09,0.01,0.02,0.01,0.01,0.04,0.86
ㅇㅅㄹ 뽑으면 최저시급 없어지고 주 근무시간 늘어날꺼라고 하니 최저시급은 1년마다 오르는거니 없어져야 하는게 맞고 주 근무시간이 늘어나면 일하는 만큼 돈을 더 줄거 아니냐고 말하는 울아빠 후 통화하다가 손님 들어와서 끊었는데 마음 상했는지 그 뒤로 전화 안받음ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.83
도대체 왜 대통령이 된 후에 정치 공부를 하겠다는거야 정부가 본인 고시방이냐고 어지간하면 ㅇㅅㄹ 이슈에 암말도 안하려고 참았는데 최소한의 공적 자세도 인간에 대한 예의도 없는 인간이라 정말 꼴도 보기 싫으네,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.85,0.15
결국 팀장님께 메세지보냄 진짜 안그래도 대선 때문에 아무것도 못하겠는데 장난이랍시고 ㅇㅅㄹ 뽑으라고 던지는거 개싫음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.43
ㅇㅅㄹ나 먹으러 갈까봐 나도 이제 더는 어쩔수가 없다,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.71
나비씌 속이안좋다구 괜차나 우리에겐 ㅇㅅㄹ가있쟈나,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.83
트로트의 나라에 걸맞는 최종 순위다 대통령은 ㅇㅅㄹ,0,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.06,0.89
ㅇㅅㄹ 지지자들이 긴글 못 읽고 이해 못하니까 자꾸 저렇게 단문으로 공약 올리면서 선동하는건가,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.47
ㅋㅋ 아뇨 진작에 거리두기폐지 백신패스폐지 하지 왜 뻘짓했냐고 욕먹어요 ㅋㅋ 백신반대론자도 주변에 엄청 많아서 삼차는 다 안 맞겠대요 주변 반응만 보면 ㅇㅅㄹ 당선될 것 같아서 스트레스 받아요,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.63
ㅇㅅㄹ 선거유세차 겁내 시끄러,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.87
나 어케하는지 몰라 ㅇㅅㄹ,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.85
저 고민이 있음 다른 계정 이야긴데 트친이 열렬한 ㅇㅅㄹ 지지자임 근데 나랑 씨피 취향이 ㅈㄴ 잘맞아 입맛이랑 캐해까지 진짜 황홀함 근데 자꾸 ㅇㅅㄹ 지지 ㅈㅊ계 트윗 해옴 어떡함 대답해달라 하는거 아니고 걍 난감하다고 어필하는 난 트친 포기 못하는데 정치성향까지는 못 끌어안겠어,1,0.04,0.02,0.04,0.02,0.01,0,0.01,0.01,0.14,0.73
리박에 들어왔네여 미하벨이 186정도 되고 애슐리가 173정도입니다 굽포하면 3 6센티정도 커질테니 대략 7 10센티 차이 나겠네요 생각보다 얼마안남 ㅇㅅㄹ 하지만 역시 하이힐은 불편해,1,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.91
진정한 츤데레는 ㅇㅅㄹ씨 아닐까 어떻게 하는지 모르겠다고 하길래방법 알려줬더니 제목 ㅇㅂㅇ 이렇게 해놓고 보내주고 맨날 게임중에 문자해도 놀아주는데 부처 아니면 츤데레 아닐까,1,0.02,0.01,0.01,0.02,0,0.01,0.02,0.01,0.11,0.81
성우님들 진자 너무 귀엽다고 아 ㅇㅅㄹ학ㄱ급ㄱ급ㄱㅇ,1,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.9
의외로 민주당 못잃어 ㅇㅅㄹ 악마화된 상황이라서 노력해야함 정말 짜증나지만 노력해야함,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.25,0.69
ㅇㅅㄹ 독방에서 침대에 꽁꽁 묶여서는 잠을 못 잔다는군 예민한데 승질이 드러우니 그조차 다 본인이 자청한꼴인데 참 어떤 새끼들처럼 그걸 남탓해대는군 그걸 나는 18년 10월에 한번의 질문으로 그 드러워쳐먹은 근성을 제대로 확인했었지 지가 심사관이 아닌데 그딴건 알아서 뭐하게,0,0.01,0.04,0.02,0.02,0.02,0.01,0.01,0.05,0.88,0.04
솔직히 나는 야마모토 ㅇㅅㄹ 외신기자 이 세명은 성깔로는 동급인거 애초에 다 알아봤었다 근데 내가 위성 gps로 그런데다 보낸게 아니라 그들이 알아서 그런데로 찾아들어갔었다 아닌게 아니라 세상이치가 그렇거든,1,0.02,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.08,0.83
ㅇㅅㄹ은 크라브 마가를 했으면 그렇게 병원에 가서도 싸움을 해야하나보다 근데 그거 애초에 나는 18년 가을에 알았지 야 이 여자 곱쌍하게 생겨서 보기보다 성깔 드럽고 실제로 수틀리면 자주 그런식으로 변하는구나 하고 그 내가 했던 질문 하나로 이런 자세가 되야 험한일을 피하는법이다,0,0.05,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.18,0.71
야 이만하면 ㅇㅅㄹ 외신기자 둘다 여자들이 폭력성 동급이네 얼마전부터 거기 보호사 아저씨에게 폭력을 휘두르기시작했었지 ㅇㅅㄹ도,0,0.79,0.02,0.01,0.05,0.01,0.01,0.01,0.03,0.1,0.13
아 ㅇㅅㄹ 또 병원에서 싸움하다가 독방 끌려가는군 여자가 왜 싸움을 함부로 해서,0,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.4,0.49
대통령 토론회에서 ㅇㅅㄹ이 또 뭔가 모르겠다는 반응을 보이자 그걸 보시던 시어머니 왈 에휴 대통령이 어떻게 다 알겠어 라고 하셔서 뜨악 우리 같은 사람은 몰라도 대통령이니까 다 알아야 하지 않을까요 어머님 어른들의 연민 동정 뭐라고 해야해 이런 관대한 잣대 어쩔 거냐고,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.86
ㅋㅋ ㅇㅅㄹ 우리보고 120시간 일하라니 ㅋ,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.85
진짜 ㅇㅈㅁ ㅇㅅㄹ 둘 다 대통령 되면 안됨 나라 안그래도 엉망인데 둘 줄 한명이라도 되면 더 엉망진창됨 한마디로 대통령후보 중 대통령될만한 후보가 없다는게 참,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.53
정말 ㅇㅅㄹ이 당선되면 당장 완장차고 지랄할 인간들이 수두룩하게 튀어 나올지도 모른다,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.81,0.17
ㅇㅅㄹ 이 오늘 유세를 취소하고 안과 단일화를 위한 절충안에 들어갔다는 보도가 나오고 있다 신문사 여기자 둘이서 하는 유튜브를 잠깐 봤는데 그녀들은 단일화가 26일에 발표될거라 했었다 배경 사정에 대해서는 재미있는 이야기가 많은데 딱히 추천하고 싶지는 않다,0,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.07,0.91
