text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
"이 말도 안되는 씨끄러운 상황에서 나의 노회찬의원은 어떤 퍼포먼스를 하셨을까요? 정의당의 심상정을 응원하실까요? 정말 보고싶으네ㅇ요 ""노회찬의원"".",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.89
"""지지층 결집"" 만이 확실한 ""정권 교체""다 
정답 
민주당이 제일 겁먹고있는 겄이 야의 결집과 통합이다 
정의당도 김동연도 허경연도 조원진도
더이상 걱정할겄 없어https://t.co/YEeIMnOKbi",0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.12,0.74
정의당 가입해서 지역위 카톡방 보는데 진짜 중공업 사업장 하나하나가 남초이긴 하지만 조직만 잘하면 사회적 압력이 장난이 아니겠구나;; https://t.co/YfxznNLydR,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.02,0.09,0.38
"같이 심상정 찍어요. 이번 대선, 정의당 존폐 기로예요. 심상정 찍으면 사표된다고요? 심에게는 사표여도 정의당은 살리는 표입니다. 지금 어차피 아사리판인데 내손에 똥 묻히기도 싫고요, 정의당이나 살릴게요. 거기도 개저씨들에 밀려 여성은 쪽도 못 쓰지만 그래도 버티는 여성이 있으니까요 https://t.co/0wUNaTqZVf",0.38,0.07,0.02,0.03,0.43,0.02,0.01,0.06,0.05,0.07
"말하는게 참으로 저급하다. 인성도 참 더럽고. 저급한데 국력만 센 중국인 같다. Rt. 이준석, ＂민주당, 정의당 꼬시고 싶은 것＂...'ㄹㅇㅋㅋ'는 ＂대표로서 당연한 반응＂ (출처 : 경향신문 | 네이버 뉴스) https://t.co/7Do3BuM5dC",0.02,0.01,0.02,0.88,0.01,0.02,0.02,0.02,0.04,0.05
"오늘 밤 8시!

중앙선관위 제2차 대선후보토론이 열립니다. 오늘도 많은 관심과 응원 부탁드립니다!

KBS / MBC / SBS 방송 3사 생중계 https://t.co/MIb2MriSpE",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.89
"정의당 ＂'박범계 李측 채팅방 참여', 문 대통령이 엄중 조치해야""
https://t.co/hsUHOrmOrT
""지난해 경선때 만들어진 단체 대화방을 최근 탈퇴한 것은 부적절한 처사

대통령 선거가 치러지는 시기에 부처 장관이 이재명 후보를 지지하는 온라인 단체방에 수개월간 참여 했다는 것은
있을수 없는일""",0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.88
하태경 백분토론 방송 끝나고 하는 유튜브 토론에서 선넘네 정의당 바보라고 하지 않나 민주당이랑 합당 왜 안하냐고 하지 않나 연동형 비례대표제 찬성 안해서 위성정당 합법인데 뭐가 문제냐고 하질 않나 다른 당 존중이라고는 1도 없고 막말만 오지게 하네,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.73,0.21
밉상정과 정의당은 이번대선후 https://t.co/OmKxH1jFZQ,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.42,0.24
"이준석, ＂민주당, 정의당 꼬시고 싶은 것＂...'ㄹㅇㅋㅋ'는 ＂대표로서 당연한 반응＂ (출처 : 경향신문 | 네이버 뉴스) https://t.co/8riUQsAqtS",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.36,0.46
정의당에 ‘정치판 콜걸’ 원색 비방 칼럼 쓴 매체 ‘경고문게재’ https://t.co/Sh9CLtsAx9,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.22,0.71
@trimutri100 군축은 정의당이나 진보당계열 아니면 안하는게 주류정치세력에선 공감대가 된거죠,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.91
리..심상정이 오늘 이재명 확실히 잡아주면(멘탈 흔들리게) 다음 번 비례는 다 정의당 줄거야,0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.2,0.65
이재명 지지자들 정의당 당직자들에 대한 전화 욕설  폭력이 극성이다. 도대체 왜? https://t.co/kOK3W91Sun,0.02,0.0,0.01,0.02,0.0,0.03,0.02,0.04,0.36,0.38
"심상정 ""정치개혁, 선거용 퍼포먼스로 할 생각은 말라"" 민주당 비판

정의당없는 정치개혁을 보고 싶다 https://t.co/vd5Pirk7vE",0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.74
"'성접대 밝혀달라' 이준석 고발 3건…검찰, 경찰로 이송 왜 
https://t.co/CwF1DaJGnm 
쓰레기로 전락한, 정의당과 
박원순시장 살인마, 김재련과 
지정신 아닌, 인권위와 이수정은
왜 이준석 성상납에 대해선 찍소리 안할까요?",0.04,0.01,0.02,0.04,0.01,0.01,0.01,0.11,0.5,0.19
"문영미 정의당 인천시당 위원장 ""대선 두 자릿수 득표, 광역·기초의원 당선 목표"" #문영미 #지방선거 #대선 #정의당 #인터뷰 https://t.co/0wuxVY2ku6 박봉민 기자",0.03,0.01,0.01,0.1,0.01,0.04,0.01,0.02,0.05,0.77
정의당이 살아남기 위해서는 반드시 완주해야 한다. https://t.co/0icc5Vh1Nt,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.81
내 주변 민주당 지지자들 이번에 대거 정의당으로 지지 이적하고 심상정 찍는다는거 개웃기다 진짜 이랬던적이 없는데 wwwww,0.03,0.0,0.01,0.01,0.01,0.02,0.01,0.02,0.34,0.42
"심상정 정의당 대선 후보가 어제 송영길 더불어민주당 대표가 다당제 연합정치 보장을 위한 정치개혁 연대를 제안한 것과 관련해 ""연대는 없다""고 일축했다.
https://t.co/Cwcs4uxcSa",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.9
"[오마이뉴스 알림] 박봉민 님의 기사가 정식기사로 채택됐습니다. &lt;문영미 정의당 인천시당 위원장 ""대선 두 자릿수 득표, 광역·기초의원 당선 목표""&gt; https://t.co/tJzNPxnFrX",0.02,0.01,0.01,0.07,0.01,0.03,0.01,0.01,0.04,0.84
정의당을 보면 최고라 여겼던 연동형비례대표제도 문제가 있습니다. 유권자는 이런 정치개혁에는 별로 관심 없습니다. 이렇게 뽑으나 저렇게 뽑으나 제대로 일을 하는지 아닌지에만 관심이 있습니다. 민주당은 일 하세요. 이런 일로 시간과 노력을 낭비 마세요. @Jaemyung_Lee @Bulloger @yoeman6310,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.15,0.78
"이재명 38% vs 윤석열 37%…오차범위 내 다시 李 우세 https://t.co/Odn4zfsJjV 한국갤럽 조사도 초접전 양상…직전 조사 비해 李 4%p상승-尹 4%p 하락
안철수 12% 심상정 4%
정당 지지도 : 민주당 39% 국민의힘 34% 국민의당 5% 정의당 4%
대통령 투표 어떤 부분 볼 것인가 '능력과 경험' 34%로 1위",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.86
민주노총은 왜 정의당을 지지하지않은 건가요,0.04,0.0,0.01,0.01,0.01,0.02,0.02,0.03,0.08,0.67
"민주당이 버티면 버틸수록
웃음거리 밖에 안된다.
지지자들까지.
그럼 니들 지지하는 사람들은 계속 줄어들거임.
웃음거리밖에 안된 당에 누가 지지하니?
정의당 꼴 나는거지.",0.07,0.0,0.01,0.03,0.01,0.03,0.01,0.12,0.55,0.06
"심상정 ""반윤 텐트? 민주당, 이번에는 약속 지켜라""

비정규직 노동자, 사회적 약자 등을 대변하는 정당이 당연히 필요하다고 생각한다. 그러나 정의당과 경선 포함 대선 4번째 도전하는 심후보는 왜 국민지지율이 3% 밖에 안나오는지 돌아봐라. 본인들은 옳다고 생각할지 몰라도 국민은 호응이 없다.",0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.32,0.45
@fastmeaway 이준석이 일단 깐족대는 태도도 문제지만 지금 국힘 애들 중에 제일 구태 정치 하고 있는거 같아요. 당 상관 없이 나이대와 성별 갈라치기로 자기만의 진영 만들고 있으니까요. 약간 심상정이 전통 정의당 지지자들 논조랑 유리되는 진보 페미 단체 위주로 정치하려다가 기반 줄어들었듯이요.,0.16,0.01,0.01,0.02,0.01,0.01,0.0,0.03,0.24,0.48
"이준석, ""민주당, 정의당 꼬시고 싶은 것""...'ㄹㅇㅋㅋ'는 ""대표로서 당연한 반응"" https://t.co/G848sdB2Wt 
↑
특례는 마삼중 애늙은이 꼰대",0.03,0.04,0.03,0.02,0.74,0.03,0.02,0.05,0.05,0.07
"우와 정의당
저 몰뇌고 완전 흥미있을유인데(시날집도 사뒀어요 한...1년 반 전에&lt;ㅋㅋ)...
...제 일정이 허락하지 않을 거 같아요.......",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.91
정의당과 심상정 본인이 자초하기도 했죠. 이재명 과 각을 세우지 못하고 차별성에 실패했으니,0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.03,0.17,0.64
그쪽은 정의당 신경쓰지 말고 당신 때문에 파탄난 보수단일화나 신경 쓰시길 바랍니다. https://t.co/RYTS81lObB,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.41,0.44
"@newsvop 미안하지만 말은 바로 해야.

당시 심상정 정의당 주도로 만든 선거법에 위성정당 문제점이 발견됐는데,
심상정이 국민을 믿는다면서 그대로 진행하는걸 보고 어이가 없었음.
지금와서 거대양당 책임만 묻는건 본인 책임에서 슬쩍 발빼는 것.

심상정/정의당 책임도 매우 크다.
특히 심상정 매우 실망",0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.31,0.51
"@heenimhwang @wpdlatm10 중궈나,

이재명 후보는
통합 정치 표방하고,

너같은 쓰레기한테도
연락했나 본데,

우리도 
네가 이딴 소리 
할 줄 알았다~~

그래도
우리 후보가 전화했다면, 우리 후보는 자신이 내건 공약에 통크게, 
최선을 다했지만,

너는 뭐하냐?

너를 복당시켜 준,
정의당에 충성 안하고,
친윤짓하냐?",0.01,0.01,0.01,0.1,0.01,0.01,0.03,0.05,0.72,0.1
RT)녹색정의당 당대표이자 초선의원인 노민영의 여성보좌관. 능력있고 머리까지 좋아 노민영의 신뢰를 한 몸에 받으며 능력을 발휘하는 당찬 '워킹걸' 정윤희(민지아 분) ( parody_control ),0.06,0.02,0.02,0.05,0.01,0.02,0.01,0.01,0.04,0.86
"눼눼눼. 가있게 안철수한테 거들먹 거리면서 깝죽대다가 지지율보고 씨껍해가지고는 '저놈들 페미당이랑 손잡으려한돠!!!!"" 면서 어그로끄는 꼴이 참 [이준석, ""민주당, 정의당 꼬시고 싶은 것""...'ㄹㅇ...] https://t.co/sOmy8o9lhy",0.57,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.33,0.1
"[모니터보고서] 군소정당·시민사회 외면하는 지역언론 I 광주전남민주언론시민연합
👉https://t.co/5e77ALLWzg

지역언론의 눈은 주로 더불어민주당과 국민의힘으로만 향했습니다. 전체 573회 언급 중 거대 양당 언급이 465회로 82%에 달했고 국민의당과 정의당 언급은 18%인 108회에 그쳤습니다. https://t.co/gMeGLvVCfT",0.01,0.01,0.01,0.02,0.01,0.6,0.01,0.02,0.05,0.38
@Peria1024 복당을 그냥 받아준 정의당 정말 문제죠.. 이렇게 보면 윤과 심이 종이 한장차이 같아지는데,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.85
동의하지 않지만 위성정당에 대해 정의당이 문제제기하는 건 그럴 수 있다고 생각함. 근데 이것들 봐봐. 애초에 시민당이 왜 생겼게? 너무 뻔뻔해서 도저히 따라갈 수가 없다 https://t.co/iyuhuwjgWP,0.02,0.01,0.01,0.04,0.01,0.02,0.01,0.05,0.64,0.11
"오늘 토론회 잊지 마세요! 

""붉은색 푸른색~ 그사이 정의당 심상정은 노란색 빛을 내는~🎵""

오늘도 이 토론회를 끝내러 왔습니다.

[중앙선관위 공식 2차 대선후보 토론회 -정치분야] 

25일(금) 저녁 8시 

KBS/MBC/SBS 방송 3사 생중계 https://t.co/7RP4JgsFzJ",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.82
"@homo_bookus 🤬
정의없는 정의당은 해체가 답입니다!",0.11,0.01,0.02,0.02,0.01,0.02,0.02,0.2,0.38,0.05
"지금 거대양당 후보들은 다 배우자 리스크 안고 있는데 유일하게 털어서 먼지 안나는 심블리-승블리 부부 💛💛💛
유일한 리스크는 아드님 성씨가 심씨가 아니라 이씨라는 것 정도? ㅎㅎ  #심상정 #이승배 #정의당 
https://t.co/bJTTWNyo3D",0.07,0.01,0.02,0.02,0.0,0.01,0.01,0.01,0.09,0.74
@eunhabnida 그러햇든것입니다! 지난번에도 415총선때 민주당과.함께햇으면 17~19석은.되엊을거라 아니하였읍니까? 그럿타면.다음총선에서 50~80석도 가능하고.차차기에는 집권의길이 여릴지도. 모르른일이 아닙니까? 하나님은.정의를 🔥💘합니다!심대표님! 정의당대표님!기회는 이때뿐입니다!빨리 손잡의십시요👍,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.88
"정의당이 민주당만 죽어라고 때리는 이유가 여기 있다고 보는데
지난 총선 민주당에 64%를 주었던 20~40대 여성들이 비례표는 정의당에 14% 가량 주었음
정의당은 이표들이 자신들 표라고 생각하고 있는듯 https://t.co/nicS1KToR8",0.12,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.19,0.43
국짐당새끼들 양심뒤진거 하루이틀 일도 아닌데 정의당 광주시당 앞에 지 현수막 붙여두는 개매너 진짜 뭐임 ㅅㅂ,0.03,0.01,0.01,0.05,0.02,0.12,0.01,0.11,0.63,0.02
@eunhabnida 심상정.정의당대표님.진중권의원님.께서는.민주당.이재명후보님 의 청을 숙고할 필요도 없이 받아들이십시요! 그것이 곳 하늘의뜻 입니다!! 나는.정의당 에 늘~애정어린 시선 으로 따가운 질책들을 퍼붓기도.햇지요!그건.정의당이 미워서가 결코.아닙니다! 정의당 이 잘되엊으면 하는 소 망이 있기때문,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.85
"대통령선거 공약 시각장애인 접근권 (온라인)
1. 더불어민주당: 공약집 PDF 다운 가능, 텍스트 인식 가능
2. 국민의힘: 공약집 PDF 다운 가능, 전체 이미지, 텍스트 인식 어려움
3. 정의당: 공약집 PDF 다운 가능, 텍스트 인식 가능
4. 국민의당: 카드뉴스 이미지, 텍스트 인식 어려움",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.91
정의당에 ‘정치판 콜걸’ 원색 비방 칼럼 쓴 매체 ‘경고문게재’: 심상정 정의당 대선 후보와 정의당에 대해 원색적인 비난을 한 인터넷매체 ‘서울시정일보’가 경고문게재 조치 제재를 받았다.중앙선거관리위원회 산하 인터넷선거보도심의위원회가 지난 22일 발표한 심의… https://t.co/TjLIqmYUuH,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.14,0.8
"이준석 ＂단일화 결렬 안철수 책임...與 정치개혁안, 정의당 꼬시고 싶은 것＂ (출처 : 아시아경제 | 네이버 뉴스) https://t.co/i7X0cHHOqy / 펨코충 새끼 천박한 워딩",0.02,0.18,0.22,0.04,0.02,0.0,0.01,0.07,0.19,0.05
"하루를 못참고 또 나불거리네
이준석 ""단일화 결렬 안철수 때문..與 정치개혁안, 정의당 꼬시기"" | 다음 뉴스 https://t.co/jsl5p2tUtb",0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.8,0.14
"@heenimhwang 내가 보기엔 사과가 아니고 병주고 약주고 같은데..
정의당가서는 철새처럼 하지말고 제대로 해라..ㅎㅎ",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.04,0.78,0.1
"정의당에 전략가가 없는 모양이다
일전에 공천문제로 민주당과 각을 세우면 세울수록 지지자는 떠난다 왜냐면 민주당이 잘못했으나 정치 소신과 철학보다는 감정에 치우치면서 정의당 정책을 벗어나는 얘기를 하기 때문이다
일단 민주당을 지지하면서 좀더 진보적인 정책 대안을 제시해야 한다 https://t.co/xE6QcEKE1e",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.85
"@bluenation2018 @woomitkfkd 정의당에 전략가가 없는 모양이다
일전에 공천문제로 민주당과 각을 세우면 세울수록 지지자는 떠난다 왜냐면 민주당이 잘못했으나 정치 소신과 철학보다는 감정에 치우치면서 정의당 정책을 벗어나는 얘기를 하기 때문이다
일단 민주당을 지지하면서 좀더 진보적인 정책 대안을 제시해야 한다",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.88
"난 총선때마다 사람은 민주당, 정당은 정의당을 찍어줬다. 국민만 생각하는 그 역할을 믿었기 때문.
이제는 '정의당'만 생각하는 구나

심상정, 與 정치개혁안에 ""기득권 위해 배신하더니..연대는 없다"" https://t.co/Kl6EYYLntz",0.04,0.0,0.01,0.03,0.0,0.01,0.01,0.03,0.33,0.24
"민주당은 정의당과 심상정 후보에게 백배사죄해야 한다
심상정, 與 정치개혁안에 ""기득권 위해 배신하더니..연대는 없다"" | 다음뉴스 https://t.co/ujhqz4fZNl",0.05,0.01,0.01,0.03,0.0,0.02,0.01,0.05,0.41,0.27
"이준석 ""단일화 결렬 안철수 때문..與 정치개혁안, 정의당 꼬시기""
https://t.co/N2xrdGVWVg
성상납 젊은 일베 섹스톤, 논두런 서류 늙은 일베 원희룡 🤬🤬🤬",0.02,0.01,0.01,0.03,0.07,0.02,0.0,0.07,0.33,0.24
"""이재명 38% 윤석열 37% 백중세…안철수 12%"" https://t.co/iNflDOU1uz 지난주 조사 결과와 비교하면, 이 후보는 4%포인트 상승하고 윤 후보는 4%포인트 하락했습니다.

국민의당 안철수 후보는 1%포인트 오른 12%, 정의당 심상정 후보는 지난주와 같은 4%를 기록했습니다.",0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.06,0.9
"지식인 장사치 진중권, 지가 뭐 되는냥 '나 이재명한테도 전화받는 놈이야' 이런 걸 광고하고 싶겠지.. 정의당 복귀해서 정의당 표에 도움은 되나? 애는 왜 입으로만 사나? 
https://t.co/PZHDVPrrxT",0.02,0.01,0.01,0.03,0.02,0.01,0.03,0.11,0.7,0.04
"#시사타임즈::‘유니세프 아동친화사회’ 조성 위한 5대 과제 4개 정당 대선캠프에 전달  [시사타임즈 = 한민우 기자] 유니세프한국위원회(회장 정갑영)는 2월25일 국민의당, 국민의힘, 더불어민주당, 정의당(가나다 순) 4개 정당 대선캠프에... https://t.co/QtClK3ctHr",0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.06,0.88
"괴뢰위성정당을 맨 처음 만들었던 국짐 소속 하태경이 적반하장격으로 민주당을 비난하는 장면을 보면 얼마나 몰상식하고 파렴치한 집단인지가 드러나네. 면전에서 정의당을 모욕하는 무례함을 보면 윤틀러와 이벨스 일당이 권력을 쥐면 무슨 끔찍한 일들이 벌어질지 훤함.

https://t.co/KBfecoPKCc",0.02,0.01,0.01,0.16,0.01,0.01,0.01,0.07,0.56,0.12
"2030 세대이 전쟁의 참사를 보라.
두번 다시 이 땅에 이런 비극이 있어서야 되겠는가.

우리 한반도는 전쟁중이다. 
법적으로 휴전을 하고 있 [이준석, ""민주당, 정의당 꼬시고 싶은 것""...'ㄹㅇ...] https://t.co/GbTTQTh5Tx",0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.21,0.69
"@sangjungsim 정의당 매번양보당한것도 알고 핵심지지층및당원들 다 강경하고 서운한입장인거 압니다
근데 진짜 정당자체가 소멸하면 무슨의미가 있습니까 실제로 그렇게되고있는데.. 전 정의당 평당원이고 노동자이기때문에 지지하지만 너무 안타깝고 두렵네요. 대중에게 잊혀지고 소멸될까바",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.86
"정의당을 그렇게 속여 
먹고 또?

야당들아
정신 차려라

심상정을 배신한
더불어성추행당

지금 어떻게
되었냐?

또 송영길.
이재명이 또
개지랄이다

심상정 
＂이재명, 정치개혁-
대선 연계 말라＂ 

러브콜 일축 

(출처 : 뉴시스 | 네이버 뉴스) https://t.co/tz5TW5yYKa",0.15,0.01,0.01,0.04,0.01,0.05,0.02,0.12,0.46,0.04
정의당사고십버,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.2,0.57
"노회찬이후 
정의당은 죽었다. 
투쟁력은 사라지고 노욕만 남은 심상정!
개혁을 바라는 국민들이 건네준 비례대표 1번에 함량미달 듣보잡이라니. 
이번 대선에서도 지난 대선처럼의 정의당 효과를 바라겠지만 천만의 말씀. 
심상정이 물러나야 정의당이 산다. 

https://t.co/YlHgpEIXct",0.06,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.42,0.17
"이 사람은 당선 가능성이 있어서 출마한건 아닐테지?
자신의 신념을 말하고 싶은거 아니겠어?
거대 양당 비판하며 뒤에선 거대 양당 과 짬짬이 했던 정의당 보단 훨씬 값 있어 보이는군. https://t.co/L6sAK3hZmq",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.12,0.83
대선토론으로 확인하는 없어질 정의당과 ‘심상정’ https://t.co/YO1Ie4HyGs - @YouTube,0.07,0.01,0.01,0.03,0.0,0.01,0.01,0.04,0.36,0.26
"@heenimhwang 이제 정의당은 진짜 노동자 이재명 후보에게 자격지심 있는 위장노동자 심상정과, 진짜 지식인 조국 장관에게 자격지심있는 지식장사치 진중권이 합쳐져  자격지심을 정의하는 당이 되버렸군요.",0.07,0.01,0.02,0.09,0.02,0.01,0.01,0.32,0.53,0.07
@sangjungsim 심상정님.. 저 정의당 진짜 좋아합니다.. 제발 좀 그나마 보수일색이던 민주당에서 진보적인 기성정치인 이재명도우면안될까요. 대중에게  무시받는 정의당의 마지막으로 대중에게 나갈수있는기회아닐까요.ㅜㅜ 최대한 받을수있는거 다 확약받고 협상한다면 좋은기회일거같은데..,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.88
"19대 대선에 대한 볼셰비키그룹 입장  : 정의당은 자본가 정당이고, 민중연합당은 정치적 독립이라는 최소한의 계급적 원칙도 지키지 않겠다고 공언하는 정당이다. 계급 대 계급의 정치를! https://t.co/XatBZRwTLm",0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.15,0.63
20대 여성 따로 나눠서 보고 표집 크게 해서 보고 싶다 막 민주당 50 정의당 20 국힘 10이런거 아님?ㅋㅋㅋㅋ,0.24,0.01,0.01,0.02,0.02,0.01,0.0,0.02,0.09,0.67
"그 당시 정의당이 국짐 위성정당을 이길 수 있었나?
배알이 뒤틀리더라도 현실은 바로 보자.
댁의 심술에 나라가 퇴보하고, 국민들이 고통받아도 상관없다는 건가?
연대 없다고? 그럼 댁 줄 표도 없다.

심상정, 與 정치개혁 제안에 ""기득권 위해 배신하더니‥연대 없다"" https://t.co/9e0uNaViYS",0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.54,0.27
"이준석, ""민주당, 정의당 꼬시고'ㄹㅇㅋㅋ'는 대표로서 당연한 반응"" https://t.co/f96QcOex2H 
한 듯이준석이 미국서 놀림과 조롱 많이 당했는가 보다. 미국서 2000년부터 축약어 쓰는 유행였는데, 그걸로 하바드 시절 왕따 취급으로 상처가 큰 거 같다.
그때일로 일베로 성장? 정신과 치료 필요한 듯",0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.22,0.65
나도 그렇고 내주변의 정의당 지지자들은 진석사가 뭐라하는지 관심도 없고 심지어 복당한지조차 모르는 사람도 있던데 내가 특이한 건가?,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.12,0.82
정의당을 좀 꼬시고 싶은거 아닌가. 매체가 붙인 말인줄 알았더니 이준석이 ㄹㅇ 그렇게 말한거네😐... https://t.co/leJAV66Nca,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.77
"심상정 ""반윤 텐트? 민주당, 이번에는 약속 지켜라"" | 다음 뉴스 https://t.co/f9jd2QGABc 

부채감에 늘 지지하던 정의당!

굿힘 신종 윤떡 정치검새들 외계인으로 아님 지구인으로 보입니까?

노회찬의원 어록만이라도 새겨 들으시길..  지금은 전시상황!!

진보진영 전체가 7,80년 초로 돌아갈 판!",0.01,0.02,0.03,0.04,0.01,0.01,0.04,0.16,0.2,0.05
"심상정, 與 정치개혁안에 ""기득권 위해 배신하더니..연대는 없다"" https://t.co/h87JhIgZmB 

위성 비례정당 먼저 만든건 구김당인데 허구헌날 민주당만 까는 심상정은 정의당 페미나 정리좀 해~
여태 페미 끌어 안고 있다가 대선때 튀어 보겠다고 노동자 위하는척 하는거 역겨워 죽겠다.",0.63,0.01,0.01,0.05,0.01,0.02,0.01,0.08,0.25,0.07
[주장] 제대로된 손실보상 없이 '세계가 놀란 K-방역' 없다 #코로나19_자영업자 #K-방역 #정의당_류호정 #더불어민주당 #자영업자_손실보상 https://t.co/FrmnFejj6b 김동규 기자,0.02,0.01,0.02,0.04,0.0,0.02,0.01,0.03,0.15,0.59
"@Kr_Justice 군소 정당이 이기는 길은 연합하는 것이다.제1 당의 정치 개혁 노선에 동참하여 연합정부를 수립하고, 선거법과 헌법을 개정하여 2년 후 총선 때 대선을 같이하기로 공약하자. 새로운 민주 복지 국가를 세워야 한다.",0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.9
@n577edu 진중권이는 정의당 심상정이 완주시켜 3%라도 이재명에게 가는 표 깍아 먹을라고 윤석열이가 보낸 노망탱구리 라던데? 난 그말에 100% 동의,0.02,0.01,0.01,0.02,0.06,0.01,0.01,0.06,0.48,0.1
"[대선D-12] 윤석열 46%, 이재명 41%, 안철수 7%, 심상정 2% [리서치뷰]
https://t.co/nouct6BpgE
국민의힘 41%, 민주당 35%, 국민의당 7%, 정의당 6%,",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.1,0.79
"#경기시장상권진흥원 (경상원) 2대원장 이홍우, 2020년임명
2018년 정의당 후보로 경기도지사 선거에 나와, 
당시 민주당 후보였던 이재명을 서브했던 자.
https://t.co/1mTP2eJKaj
경기도시장상권진흥원장에 이홍우 임명

https://t.co/Ow1HrZGwgY
이홍우 정의당 전 경기지사 후보, 이재명 무죄탄원",0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.05,0.9
"그러면서 ""무엇 때문에 전화했는지는 알겠다. 지금은 저는 누구도 지지하지 않으니까 안심하시라고 (말했다). 저는 심상정 정의당 후보를 지지할 것이고 두 분 간의 싸움에는 제가 개입하지 않을 것""이라고 말했다고 전했다.

몇 달을 윤석열 옹위해놓고 심상정 지지할 거다 타령하는 거 어이가 없음",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.65
"심상정의원이 그간 노력한 의정활동을 무시하는 것이 아니다
하지만 그녀를 지지하지 않는 것은 ""여성을 무시하는 것""도 ""정의당의 집권 가능성이 낮아서""도 아니다
심상정 의원이 매력적이지 않고
그녀가 대통령인 나라가 매력적이지 않아서이다",0.33,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.08,0.68
"방금 김현정뉴스쇼에 출연한 심상정은 ""타 후보들과 국민들이 소수정당이라고 저를 무시하는 편이라 섭섭하다.  정치개혁은 정의당이 수십년간 주장해왔고 법안도 이미 제출했는데 그동안 민주당이 말만하… https://t.co/C16dgSsFEl",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.83
@7K1HrCK8jjN8EOM @AKFEEL1 한창민은 가장 정상적인 발언하는 분! 민주당으로 어서 오시면 좋겠어요~~ 민주당으로~ 정의당은 노회찬의 정의당이지 심상정 아녀요~~,0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.09,0.82
김현정은 공부조뮤해라 정의당이 민주당에 이용당한게 한구번이ㅜ아닌데 상도도 없는 사기꾼말을 연대할거냐고 들이대냐.,0.04,0.01,0.02,0.05,0.01,0.07,0.02,0.21,0.65,0.04
